Name,Overall,Potential,InternationalReputation,Skill,WorkRate,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Stamina,Strength,LongShots,Aggression,Interceptions,Penalties,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Position
Y. Boli,67,67,1,2,99,46,71,56,67,54,59,57,60,68,53,58,74,70,73,64,65,57,22,53,38,27,9,7,14,12,13,1
Borja Viguera,67,67,1,3,99,67,60,35,66,59,68,68,56,65,83,76,85,69,70,39,63,59,18,50,28,21,12,14,9,12,6,2
A. Robic,67,67,1,3,99,63,65,43,65,52,72,53,55,70,68,69,65,69,59,61,58,40,20,57,30,23,13,8,10,8,9,1
F. Ben Youssef,67,67,1,4,99,68,66,44,66,48,70,74,62,67,69,66,72,75,54,59,58,76,26,76,38,28,14,12,6,12,12,2
C. Gönen,67,67,1,3,99,63,53,48,64,56,71,57,60,70,76,77,76,65,52,57,51,49,25,62,39,36,9,12,15,9,10,2
S. Moore,67,67,1,3,99,68,55,67,67,64,65,69,62,67,72,74,68,70,68,58,69,63,59,57,52,46,8,7,14,15,14,2
L. Taylor,67,67,1,3,99,62,64,62,63,63,70,60,58,69,74,79,75,69,63,70,64,32,42,58,39,28,8,10,10,11,12,2
M. de Leeuw,67,67,1,3,99,62,64,53,69,67,70,70,49,69,77,78,75,70,76,68,68,38,25,83,30,25,9,14,11,12,16,1
A. Ngamukol,67,67,1,2,99,58,35,74,54,28,69,31,47,60,68,73,72,48,69,64,40,74,68,44,72,70,9,11,14,10,11,3
F. Brandán,67,67,1,3,99,66,70,42,63,51,71,64,53,66,78,72,83,54,58,56,58,47,41,54,19,18,8,14,13,7,13,2
S. Quinn,67,67,1,3,99,67,66,34,62,67,68,76,65,68,76,67,73,75,63,62,73,38,24,73,17,21,15,13,8,13,7,2
S. Bertram,67,67,1,2,99,50,66,70,65,56,61,46,57,67,66,67,68,67,63,68,61,45,12,62,11,14,13,11,10,14,15,1
Z. Korcsmár,66,67,1,3,99,64,67,52,56,57,73,61,59,71,79,78,77,63,59,60,59,60,59,59,62,62,13,11,9,10,9,1
Camacho,66,67,1,3,99,59,63,60,60,60,72,78,55,68,73,72,79,77,71,67,72,69,34,65,34,38,11,7,15,11,10,2
D. Sorgi?,65,67,1,2,99,32,15,65,42,33,33,26,35,45,69,72,60,46,65,79,23,65,63,30,64,62,8,16,8,8,13,3
P. Mortensen,67,67,1,2,99,59,62,75,59,64,61,65,47,59,80,75,90,71,61,74,57,84,25,69,30,29,16,11,8,11,10,1
Tekio,67,67,1,3,99,68,57,43,62,58,70,67,59,63,78,82,77,63,75,67,60,49,40,51,49,45,12,8,10,12,8,2
M. Bíttolo,67,67,1,3,99,53,70,62,64,51,74,61,62,72,65,65,77,62,71,60,60,44,17,66,17,18,14,13,7,13,10,1
B. Djiby Fall,67,67,1,4,99,63,63,54,69,56,68,68,65,70,59,54,82,61,66,66,59,66,51,55,60,55,14,13,14,13,13,2
D. Cardoso,67,67,1,2,99,49,66,62,59,59,60,45,53,62,89,81,71,61,71,88,54,63,31,58,31,26,13,13,11,6,16,1
J. Demetriou,67,67,1,3,99,53,66,67,63,70,65,78,48,67,56,65,64,73,59,80,66,46,35,72,35,31,15,13,15,6,10,1
Ilhamjan Iminjan,65,67,1,3,99,63,47,51,62,33,65,60,58,64,70,73,71,60,74,68,58,65,58,45,64,65,11,6,9,13,8,3
F. Guichón,66,67,1,3,99,45,63,64,58,55,64,44,41,63,81,87,74,69,60,76,56,62,18,66,15,20,10,11,14,12,7,1
R. Noya,67,67,1,3,99,61,64,39,67,61,68,69,60,70,60,58,67,59,63,68,62,57,34,60,22,24,6,14,6,13,15,2
J. Ward,67,67,1,3,99,67,48,65,66,44,64,64,62,58,75,70,67,59,74,71,56,69,64,32,66,61,8,9,10,11,15,3
N. Schouterden,67,67,1,3,99,69,48,68,70,46,67,62,63,68,64,62,62,59,65,77,58,72,67,40,68,65,8,13,14,15,8,3
C. Schorch,67,67,1,2,99,29,68,79,56,70,56,49,37,64,50,53,33,69,51,84,54,79,29,76,21,29,11,10,12,8,9,1
F. Migliore,67,67,1,3,99,54,64,63,62,60,63,42,49,65,74,77,58,72,82,77,50,74,35,62,12,13,7,11,11,7,12,1
M. Gilks,66,67,1,1,99,14,8,15,19,9,14,11,17,15,19,26,29,26,23,75,10,19,9,10,14,11,62,68,67,62,73,4
Renan Tojeiras,67,67,1,3,99,54,57,56,67,48,72,53,61,66,80,77,91,52,90,68,50,84,68,40,70,57,12,14,10,8,8,2
Juande,66,67,1,3,99,68,44,40,65,53,67,68,51,60,86,83,77,65,86,63,52,70,59,49,60,57,8,13,8,10,7,2
H. Rojas,67,67,1,2,99,49,70,69,51,66,61,59,38,61,75,77,70,67,84,84,65,79,19,58,24,23,7,15,12,9,15,1
Nuno Cedrim,67,67,1,2,9999,33,69,76,60,69,58,66,54,65,39,36,34,74,50,90,67,54,21,69,34,15,16,13,13,9,9,1
I. Henderson,67,67,1,3,66,60,54,37,68,49,66,61,64,68,64,65,80,67,74,71,64,67,58,50,62,61,16,14,10,8,14,2
N. Zimling,67,67,1,2,66,40,27,56,66,27,58,36,53,64,75,73,77,75,85,63,34,72,71,37,68,60,8,11,10,11,12,2
G. Bourillon,67,67,1,3,66,58,51,61,65,44,65,62,63,69,67,67,73,64,81,62,56,87,72,55,62,60,6,14,8,12,11,2
Lee Seok Hyun,67,67,1,3,66,63,63,56,70,48,68,67,62,67,79,75,63,52,67,65,48,70,58,59,68,63,10,11,8,8,14,3
W. Francis,67,67,1,2,66,32,29,65,47,41,52,32,58,47,66,69,45,48,69,71,21,66,65,48,71,70,11,11,11,12,11,3
E. Trejo,67,67,1,2,66,63,38,70,60,33,58,58,58,60,55,39,63,75,68,79,66,66,63,44,68,65,14,14,12,14,7,3
C. Cambon,67,67,1,2,66,32,23,69,55,30,42,35,45,51,31,35,32,39,52,78,24,78,68,40,68,63,6,5,12,14,7,3
Estevãtinho,64,67,1,2,99,53,58,40,64,45,67,42,64,62,82,86,91,65,76,54,59,42,62,48,32,36,9,14,11,12,7,2
S. Lex,66,67,1,3,99,61,50,47,63,49,70,71,60,65,86,86,87,65,71,56,51,30,53,61,51,52,15,12,8,7,15,2
S. MacDonald,67,67,1,3,99,66,58,39,64,39,69,61,63,68,78,82,79,54,62,40,45,51,49,52,51,49,11,12,8,6,6,2
M. Reynolds,66,67,1,2,99,33,70,66,51,66,59,33,36,66,79,75,69,60,79,62,49,41,14,61,17,15,12,13,15,14,7,1
M. Janota,67,67,1,3,99,60,58,47,62,45,68,65,54,64,91,79,87,66,85,46,56,38,20,53,29,21,6,9,8,10,12,2
Piao Cheng,67,67,1,3,99,63,60,35,61,39,67,42,56,64,93,91,88,56,68,67,59,41,38,57,31,29,12,16,15,10,10,2
T. Elliott,67,67,1,3,99,64,64,57,62,65,66,67,65,67,70,74,70,65,73,67,67,82,41,75,35,27,11,16,13,15,8,2
R. Lundström,67,67,1,3,99,55,63,56,70,60,66,64,67,65,71,73,73,68,84,72,67,63,55,62,57,54,12,8,16,14,13,2
P. Testroet,67,67,1,3,99,61,61,54,70,55,72,50,68,71,77,79,70,69,70,63,69,52,60,50,61,57,8,15,13,14,12,2
S. Benyamina,67,67,1,3,99,68,58,63,70,61,65,67,56,71,68,73,63,53,59,52,52,40,51,63,51,38,7,16,7,8,14,2
L. Robles,67,67,1,3,99,61,61,44,60,66,74,68,50,65,77,77,82,66,71,59,64,45,23,60,16,15,12,10,13,6,8,2
C. Handke,67,67,1,3,99,63,65,61,69,65,66,62,65,65,61,62,67,68,64,65,64,59,56,59,56,46,7,6,10,13,7,2
K. Kratz,67,67,1,2,99,27,17,62,48,25,40,21,30,56,60,65,63,37,58,71,17,64,67,32,68,64,9,8,7,9,5,3
D. Swanson,67,67,1,2,99,61,53,42,64,36,65,44,58,67,90,92,82,48,69,57,57,64,36,49,31,29,8,7,16,8,14,2
Accioly,67,67,1,2,99,68,60,65,60,53,63,76,63,61,70,68,62,70,74,79,63,63,66,50,67,62,10,6,15,8,7,3
G. Evans,67,67,1,2,99,68,58,61,69,65,60,65,62,67,78,89,83,76,87,76,71,70,62,55,61,61,13,12,10,7,8,2
O. ?el?stka,67,67,1,3,99,65,66,60,62,52,68,58,56,63,78,78,75,71,78,80,69,69,57,60,57,56,11,12,12,6,11,3
F. Öztorun,67,67,1,2,99,65,49,59,58,42,60,55,59,59,67,71,58,57,77,78,43,64,65,37,66,67,11,6,8,15,13,3
T. Breukers,67,67,1,2,99,59,44,74,67,43,43,52,64,49,62,64,59,68,66,72,48,63,65,51,64,66,8,7,8,9,6,3
E. Salomonsson,67,67,1,3,99,64,56,57,64,43,66,38,63,64,73,75,77,57,81,63,52,47,63,53,67,65,14,14,14,13,16,2
Frederico Rendel,67,67,1,3,99,65,66,47,67,65,69,73,60,69,73,76,76,73,67,62,66,39,42,72,37,35,13,16,9,15,12,1
R. Tait,67,67,1,2,99,32,67,78,57,70,54,43,35,62,53,53,54,76,48,83,63,73,25,58,29,22,14,10,13,15,10,1
Y. Kurtulu?,67,67,1,3,99,63,64,53,65,50,66,56,53,69,74,72,75,65,68,66,62,54,37,48,41,28,15,8,15,14,6,2
E. Tozlu,67,67,1,3,99,57,66,62,62,60,67,77,41,64,66,73,68,70,73,78,67,70,35,69,40,33,12,10,15,16,12,1
Javi Flores,67,67,1,3,99,68,59,58,67,54,64,51,65,66,73,75,75,60,75,63,58,35,20,60,33,36,7,13,6,7,12,2
R. Cereceda,67,67,1,3,99,66,65,64,64,61,63,46,59,63,83,85,74,78,90,78,63,78,55,70,56,55,9,10,8,13,7,2
E. Padella,67,67,1,2,99,55,67,79,59,64,54,54,43,64,52,53,34,67,61,92,60,59,30,66,24,20,7,5,13,10,8,1
J. Miño,67,67,1,2,66,60,65,62,60,61,63,43,54,57,80,82,91,64,73,71,61,59,46,68,30,22,13,6,9,10,7,2
M. Mandorlini,66,67,1,3,99,61,65,45,64,41,70,52,62,68,72,70,64,51,51,56,61,43,23,53,47,46,6,14,7,13,7,2
J. Fortes,67,67,1,3,99,64,65,49,60,53,72,72,66,69,71,74,78,72,52,48,69,57,29,43,29,22,9,14,10,10,7,2
Alex Doneiro,67,67,1,3,99,71,60,52,56,49,72,66,63,72,82,74,84,58,51,60,69,48,52,55,35,28,9,11,6,16,13,2
D. Furman,67,67,1,3,99,58,65,40,66,53,72,66,51,71,76,72,74,62,64,53,63,51,31,63,35,30,13,10,18,17,12,2
Park Jong Woo,67,67,1,3,99,61,58,61,72,45,67,53,67,67,59,60,77,56,65,57,56,65,47,59,49,45,7,9,12,13,7,2
Diego Aguirre,67,67,1,3,99,66,68,60,54,53,69,49,59,64,72,82,81,67,62,68,54,49,50,67,37,21,6,11,16,8,10,1
Gustavo Pastinho,67,67,1,3,99,64,53,53,63,56,66,50,53,65,79,76,68,78,78,67,76,63,49,72,35,48,11,17,10,12,15,2
D. Perkins,67,67,1,3,99,50,74,66,65,76,67,60,50,70,65,67,68,60,56,60,75,50,30,70,30,35,18,18,15,14,15,2
Pardo,67,67,1,3,99,68,66,54,65,41,64,74,61,65,70,65,88,70,81,65,68,57,54,68,55,52,11,11,12,9,9,2
E. Güral,67,67,1,3,99,53,63,62,49,61,75,53,48,64,91,91,83,61,75,64,59,34,19,71,15,13,14,12,7,11,11,2
E. Bakker,67,67,1,3,99,63,54,42,65,64,70,72,55,70,79,76,90,67,61,48,64,34,31,68,36,35,14,8,7,15,6,2
H. Fujiharu,67,67,1,3,99,61,67,60,62,51,70,51,45,67,88,90,71,64,69,70,50,43,59,48,59,54,16,10,11,8,16,1
S. Sararer,66,67,1,3,99,59,59,52,63,44,68,54,37,67,86,90,78,63,64,66,55,31,23,60,20,17,12,7,15,14,9,2
Nano,67,67,1,3,99,65,62,55,64,54,66,52,63,65,77,77,84,61,80,59,59,54,23,53,25,24,11,13,11,9,8,2
A. Judge,67,67,1,3,99,56,68,57,69,71,64,73,68,72,44,55,53,62,54,59,72,38,47,72,37,41,14,14,12,11,16,1
E. Alvarado,67,67,1,2,99,31,70,65,53,61,58,58,22,65,69,72,74,68,73,65,55,57,34,65,14,18,9,10,15,15,9,1
V. Sarno,67,67,1,3,99,53,69,54,56,55,65,48,45,65,79,85,82,66,68,78,54,49,31,62,35,35,12,16,12,10,10,1
M. Puši?,67,67,1,3,99,49,65,61,63,47,68,48,49,68,74,86,75,70,62,80,63,55,25,62,17,21,10,8,11,11,12,1
P. Caballero,67,67,1,2,99,67,27,36,64,29,55,64,58,63,75,78,76,75,67,75,33,66,69,35,68,63,10,16,10,14,11,3
A. El-Abd,67,67,1,3,99,49,75,68,49,58,56,31,48,59,63,67,57,73,70,86,64,56,22,58,24,19,14,15,15,15,9,2
S. Özkan,67,67,1,3,99,69,63,40,72,63,69,69,62,68,63,58,74,70,54,56,64,68,41,58,31,28,15,16,6,12,7,2
S. Jaime,67,67,1,3,99,61,60,60,66,45,64,63,63,66,75,74,79,62,91,70,59,75,62,56,64,62,11,6,8,12,7,2
M. Smith,66,67,1,3,99,49,58,64,67,55,63,45,62,65,69,66,57,73,88,78,59,78,59,64,60,56,6,15,6,10,7,2
K. Mizunuma,67,67,1,3,99,63,67,63,56,52,66,47,39,64,85,87,83,65,71,62,56,32,35,66,26,23,14,7,6,13,10,1
S. Jamieson,67,67,1,3,99,64,60,40,61,42,73,56,60,66,88,83,86,63,68,55,62,50,26,56,28,22,1,1,1,1,1,2
R. Grange,67,67,1,3,99,66,64,47,65,56,64,58,55,69,75,69,79,63,66,64,68,62,44,70,27,23,10,10,8,6,9,2
D. Nazarov,66,67,1,3,99,68,63,64,60,45,65,68,61,64,77,75,75,73,71,74,71,63,25,59,50,51,9,12,6,10,7,3
M. Akba?,67,67,1,3,99,69,67,66,69,68,64,69,68,65,65,59,66,79,64,78,71,71,26,72,24,21,9,7,8,12,9,2
P. Bouby,67,67,1,3,99,65,65,61,64,62,65,62,58,68,78,79,85,66,80,59,65,68,32,65,45,39,15,7,15,14,7,2
Claudio Silbeiro,67,67,1,3,99,68,70,32,70,55,68,54,68,70,73,71,56,65,52,63,67,46,31,66,51,45,9,11,10,8,8,2
S. Marzo,67,67,1,3,99,60,61,48,64,56,74,56,55,71,75,73,75,67,61,63,61,44,33,57,39,30,10,11,10,13,12,2
G. Villagra,67,67,1,3,99,64,68,55,69,48,72,41,61,72,63,68,69,64,47,70,62,46,54,61,46,31,9,8,12,11,13,2
C. Maguire,67,67,1,3,99,74,54,49,73,49,63,63,72,71,47,51,53,49,54,52,73,44,23,44,33,35,10,9,12,8,12,2
Venanzio Meirás,67,67,1,3,99,68,60,42,62,40,72,68,57,65,76,75,73,60,70,67,58,55,54,59,14,21,14,6,7,15,13,2
L. Duarte,67,67,1,3,99,68,77,46,50,67,74,45,49,73,84,82,74,50,72,53,73,50,41,63,37,35,10,8,12,9,12,1
E. Carvajal,67,67,1,3,99,60,60,58,64,63,72,61,55,65,73,59,58,58,63,62,60,60,25,53,22,29,19,11,11,12,12,2
A. DeLaGarza,67,67,1,2,99,39,66,72,48,58,60,31,26,68,77,77,74,64,72,88,45,68,39,57,18,16,16,16,14,6,16,1
A. Durak,67,67,1,3,99,72,50,56,73,59,72,83,76,75,72,71,62,71,60,74,46,40,45,71,22,23,7,11,12,11,8,2
P. Vlachodimos,67,67,2,3,99,53,67,65,62,60,65,55,54,63,75,69,67,68,69,73,56,60,31,63,42,23,10,8,9,6,13,3
D. Bohar,66,67,1,3,99,55,76,59,54,58,75,51,47,63,74,82,72,83,54,51,67,46,29,63,41,34,11,6,5,11,14,2
J. Thomassen,66,67,1,3,99,54,53,55,67,73,69,57,65,64,71,73,70,65,70,31,53,80,63,54,69,72,7,11,7,11,14,2
S. Lewerenz,67,67,1,3,99,57,54,48,73,57,68,66,69,65,71,75,78,62,75,64,68,73,57,58,63,54,9,7,9,11,16,2
J. Ampuero,67,67,1,2,99,65,66,66,56,58,69,53,41,61,73,75,75,69,68,76,59,43,21,62,19,18,10,14,14,12,12,1
C. Acuña,67,67,1,3,99,65,62,60,64,55,66,60,64,64,77,73,73,60,66,57,61,56,24,56,22,26,9,7,12,15,10,2
W. Moimbé-Tahrat,67,67,1,3,99,63,59,63,64,65,70,69,55,70,67,70,67,70,69,67,61,53,24,73,27,36,13,15,9,7,16,2
S. Zúñiga,67,67,1,2,99,34,67,68,40,70,62,38,33,70,64,65,59,70,72,68,65,67,11,65,20,16,10,14,11,11,13,1
E. Friberg,67,67,1,1,99,14,19,16,25,19,13,50,17,20,42,53,50,24,24,40,15,18,19,22,15,19,63,65,68,69,68,4
G. Herrera,67,67,1,1,99,14,16,14,31,13,11,12,25,20,36,39,35,16,25,79,11,20,19,21,12,13,68,67,62,64,66,4
D. Nishi,50,67,1,2,66,37,26,46,54,30,45,30,46,43,60,61,67,42,49,43,29,60,47,36,54,52,14,11,9,14,15,2
K. Broadfoot,50,67,1,2,99,25,23,45,32,19,22,30,30,29,62,62,43,33,60,63,22,43,47,35,54,52,8,9,5,11,8,3
K. Omori,50,67,1,2,99,24,23,48,36,22,32,24,28,35,61,60,61,36,54,51,18,49,48,38,54,52,12,14,5,12,10,3
K. Begois,50,67,1,2,66,43,28,38,40,32,51,34,30,44,62,58,56,20,54,63,27,54,47,35,55,54,5,13,6,9,5,3
Alemão,49,67,1,1,99,10,9,15,28,7,12,13,16,10,20,28,21,21,23,58,6,27,9,15,13,9,49,48,57,49,54,4
K. Azamoum,67,67,1,2,99,66,28,43,65,50,53,61,62,63,58,65,62,67,69,71,55,77,68,41,67,69,11,10,8,8,9,3
S. Nagasawa,50,67,1,1,99,11,6,11,28,9,7,13,15,13,23,26,27,15,23,53,8,27,14,19,10,12,53,47,49,51,48,4
Jorge Fellipe,49,67,1,2,66,38,27,37,41,30,41,29,36,40,55,53,54,33,66,45,24,44,46,31,51,49,9,15,9,10,6,3
C. Espinosa,50,67,1,2,99,32,54,38,48,47,60,41,33,40,62,62,53,48,58,45,48,33,17,64,12,12,15,13,6,10,15,1
F. Concas,50,67,1,2,99,26,17,50,33,22,22,28,29,26,62,65,47,39,63,52,23,45,49,39,50,52,6,13,7,10,6,3
J. Perch,50,67,1,2,99,31,23,41,20,24,53,30,26,39,68,61,53,28,61,48,22,52,51,32,54,53,8,7,11,12,11,3
Rafael de Aseiro,50,67,1,2,99,44,36,44,51,38,48,39,50,50,61,59,53,51,51,54,38,52,43,43,45,43,11,13,13,7,14,2
J. Anibaba,67,67,1,2,99,71,67,62,73,69,60,72,70,72,56,39,62,66,58,61,72,62,63,70,64,61,15,12,14,12,9,3
T. Sana,49,67,1,2,99,38,45,35,52,39,49,40,50,51,68,64,60,46,48,43,38,44,21,48,44,38,12,10,12,8,5,2
P. Papp,67,67,1,1,99,45,12,17,21,14,16,41,21,16,16,18,19,51,34,30,12,30,21,46,16,15,62,71,73,67,65,4
A. Oumarou,67,67,1,1,99,33,18,14,42,12,29,12,38,23,54,41,43,19,28,72,15,22,22,45,24,25,62,65,67,68,67,4
Lee Bum Young,53,67,1,1,99,30,15,25,43,15,15,20,49,30,37,40,51,50,39,51,34,27,25,20,30,25,53,52,54,53,55,4
I. Kecojevi?,50,67,1,3,99,47,46,29,46,40,46,48,42,53,67,63,60,44,45,48,40,29,24,47,26,27,14,11,11,12,6,2
J. Hernández,49,67,1,2,99,43,52,36,48,44,51,37,38,50,66,60,55,52,42,41,37,30,23,48,22,29,7,15,7,11,6,1
J. Espinoza,67,67,1,1,99,12,13,14,17,14,16,13,30,33,43,49,61,35,31,72,13,33,27,14,14,17,64,66,65,71,65,4
T. Hamed,51,67,1,2,99,43,44,38,43,35,51,42,44,58,60,60,58,53,42,64,39,37,22,46,32,39,9,13,13,6,13,2
T. Ugajin,51,67,1,2,99,45,28,41,60,32,46,44,51,53,55,56,66,41,53,46,26,46,32,42,38,44,11,7,8,10,14,2
Abraham,51,67,1,2,99,36,53,47,44,40,49,33,39,49,52,55,75,56,53,57,48,27,17,50,18,18,15,10,12,13,6,1
I. Franji?,67,67,1,1,99,13,12,17,18,11,15,14,21,14,48,50,54,19,36,72,16,19,25,22,12,14,67,59,69,69,66,4
M. Boxall,51,67,1,3,99,41,41,53,51,40,53,41,47,55,66,66,63,46,54,54,41,44,40,42,45,43,14,8,8,13,13,2
J. Schoop,51,67,1,2,99,41,50,49,42,43,52,39,33,52,56,60,58,45,41,52,48,49,17,49,26,15,12,9,14,7,9,1
J. Williams,47,67,1,2,99,35,29,40,53,36,41,36,52,46,60,58,55,53,54,49,30,51,35,35,37,48,13,14,12,7,13,2
Adaílton,47,67,1,2,99,32,32,45,48,31,41,32,47,37,53,55,31,41,61,55,34,44,44,34,44,47,13,7,14,10,8,2
Y. Mut?,47,67,1,2,99,25,40,46,38,38,45,38,28,44,70,69,50,45,55,32,45,32,15,55,13,11,6,5,10,6,13,1
P. Frattali,51,67,1,2,99,42,42,43,55,38,49,46,53,52,65,62,58,53,66,58,31,45,33,47,41,43,6,11,7,6,8,2
Yu Dabao,49,67,1,2,99,32,26,40,58,33,46,39,52,55,63,78,79,47,49,42,27,54,51,38,47,48,11,8,7,6,9,2
C. Noone,54,67,1,1,99,14,5,14,18,5,9,13,16,12,32,17,30,23,27,52,9,19,14,11,11,11,57,54,51,51,57,4
D. Kempe,52,67,1,1,99,11,12,13,46,6,15,10,40,18,23,35,38,19,17,65,9,26,8,16,16,15,57,46,59,53,55,4
J. Thomsen,52,67,1,1,99,13,7,10,15,9,6,11,23,16,33,28,27,21,21,60,6,22,12,13,11,14,49,55,52,48,53,4
S. Traut,52,67,1,1,99,13,9,12,15,7,12,14,26,13,22,33,39,20,25,38,5,20,12,10,10,10,54,56,55,43,52,4
J. Ryan,56,67,1,1,99,10,5,9,22,5,13,16,25,15,37,36,33,21,30,36,6,32,9,10,13,11,56,57,51,54,56,4
J. Morris,67,67,1,1,99,20,11,11,28,18,12,12,35,21,44,37,47,20,27,54,13,30,17,24,14,17,66,70,65,68,64,4
J. Opoku,51,67,1,2,99,37,28,47,56,40,44,34,57,51,61,64,50,57,61,50,36,54,41,47,42,46,7,13,9,10,13,2
S. Sutter,51,67,1,2,99,29,19,46,30,24,25,27,24,29,63,55,49,42,64,50,17,44,53,38,59,52,10,8,10,9,14,3
Zhao Mingjian,57,67,1,1,99,11,8,13,28,10,13,11,18,16,15,32,29,18,26,69,10,23,7,20,12,11,53,54,58,56,60,4
V. Rennella,53,67,1,1,99,14,12,21,28,18,21,12,18,17,45,44,38,21,35,52,17,19,23,24,21,20,54,48,45,49,56,4
Ícaro,52,67,1,2,99,36,29,46,58,41,53,34,53,52,62,67,52,53,55,25,38,53,46,42,44,46,14,14,9,14,8,2
K. Henry,52,67,1,2,99,41,30,44,61,42,51,35,57,47,61,65,59,58,59,46,36,53,42,46,40,44,13,10,9,8,10,2
Mandi,52,67,1,2,99,22,54,59,47,42,48,28,30,48,43,46,50,52,60,69,39,56,21,56,23,23,7,14,14,8,9,1
L. Belingheri,52,67,1,2,99,34,46,46,58,46,51,50,54,54,67,65,77,52,31,55,49,48,49,41,50,47,6,9,11,11,9,2
M. Turner,56,67,1,2,99,57,41,44,55,38,59,50,48,58,71,69,65,42,64,65,34,48,52,34,51,49,14,12,6,12,8,3
Cesinha,52,67,1,1,99,12,9,14,21,9,13,11,20,12,32,15,45,18,20,49,5,25,11,14,11,13,54,52,51,50,53,4
J. Rivas,51,67,1,2,99,31,53,51,36,38,47,35,32,41,67,73,53,43,60,66,49,33,19,58,16,11,9,6,10,15,8,1
Jon Erice,58,67,1,1,99,12,12,12,19,12,11,13,25,10,18,16,19,17,32,38,10,12,10,11,14,13,58,61,57,53,54,4
F. Sears,55,67,1,1,99,10,9,10,27,9,11,14,16,12,30,18,32,26,29,53,9,22,10,13,10,14,60,57,60,55,53,4
Kang Min Soo,67,67,1,3,99,70,40,41,59,54,64,64,58,65,74,67,80,70,79,68,59,81,67,52,65,66,3,3,3,3,3,3
R. Fennell,57,67,1,2,99,21,20,48,38,20,30,27,29,36,63,64,48,32,65,77,24,52,53,31,57,53,13,10,12,13,12,3
M. Ibáñez,57,67,1,2,99,53,34,44,49,27,48,28,37,55,72,73,72,29,82,71,37,50,49,32,56,47,8,12,7,6,8,3
A. Arrighini,56,67,1,2,99,46,26,43,45,27,47,28,39,48,83,83,66,31,68,63,27,52,48,40,57,53,7,8,14,9,13,3
L. Kozák,53,67,1,2,66,40,20,60,34,22,26,26,40,33,63,58,48,48,53,60,32,65,47,31,58,50,10,12,5,11,9,3
R. Perticone,54,67,1,1,99,16,10,14,25,8,12,13,20,21,26,25,30,22,36,40,13,28,15,23,15,13,60,55,53,47,52,4
I. Pallas,53,67,1,2,99,35,20,50,45,23,29,28,40,40,53,52,44,40,55,67,27,48,48,29,56,54,15,14,6,5,5,3
J. Clément,53,67,1,2,99,46,38,44,41,26,50,29,30,44,74,79,63,48,55,53,37,56,49,34,53,52,15,9,11,13,8,3
Quim Araujo,67,67,1,2,66,26,41,66,57,26,38,31,26,47,31,31,45,38,52,74,20,66,68,48,67,71,8,6,6,13,10,3
T. Wachsmuth,56,67,1,1,99,10,8,14,22,7,7,10,22,22,25,31,27,17,28,44,5,21,7,10,10,14,56,55,55,53,59,4
J. Harvey,53,67,1,2,99,43,24,54,48,27,23,28,44,46,64,61,42,35,47,54,19,48,54,31,53,56,10,8,7,14,12,3
K. Ota,54,67,1,2,99,29,22,53,32,28,24,31,22,29,59,59,46,40,61,58,26,51,48,35,63,54,6,7,14,9,15,3
André Bahia,55,67,1,2,99,38,27,39,58,32,49,30,48,53,60,60,61,40,71,57,36,50,58,38,48,47,7,9,13,9,6,2
B. Kopplin,56,67,1,3,99,54,41,39,53,38,62,66,48,59,63,66,61,49,39,63,38,35,30,48,39,41,7,12,6,11,12,2
S. Contessa,56,67,1,2,99,62,52,32,55,38,57,57,44,63,67,62,62,62,64,66,42,35,34,53,32,28,9,12,13,7,11,2
T. Rowe,56,67,1,2,99,29,61,56,44,40,54,35,30,54,65,71,64,46,59,48,52,46,18,68,11,14,8,9,11,8,10,1
M. R?du?,56,67,1,2,99,43,42,44,60,34,58,41,56,58,68,61,66,51,66,66,37,54,43,40,53,49,14,13,15,7,13,2
I. Bandalovski,56,67,1,2,99,34,30,48,58,30,55,30,53,58,54,61,62,52,66,66,36,66,52,39,59,49,10,5,6,15,7,2
H. Berríos,55,67,1,2,99,30,54,56,43,44,51,33,29,53,57,61,52,58,55,74,52,62,14,58,15,20,7,5,12,9,14,1
M. Sao,57,67,1,1,99,13,8,13,28,8,7,12,29,15,26,29,22,18,32,65,7,26,6,12,13,11,59,60,54,52,57,4
Xiao Zhi,54,67,1,2,99,30,25,56,56,23,43,30,54,36,61,59,43,31,63,56,20,54,49,23,53,51,9,8,8,13,10,3
Kaio Aldair,57,67,1,2,99,27,55,50,47,37,49,33,34,49,67,67,70,57,72,64,48,64,60,58,60,59,7,8,14,8,11,3
Provencio,54,67,1,2,99,49,43,52,58,39,51,35,56,52,61,61,59,55,66,51,42,55,43,46,42,49,6,10,7,11,6,2
J. Edmundsson,53,67,1,2,99,50,45,38,49,37,55,40,32,54,73,73,64,57,43,54,37,31,19,46,22,23,15,14,8,7,12,2
Z. Ondrášek,67,67,2,2,99,57,53,70,75,39,46,30,69,57,34,38,58,46,51,71,59,70,66,29,67,67,11,12,9,15,14,2
M. Rivoredo,56,67,1,1,99,12,6,14,16,9,13,14,22,17,19,24,34,24,18,38,6,18,3,19,12,13,64,53,59,55,56,4
J. Vásquez,55,67,1,1,99,18,18,18,26,19,13,18,25,26,48,44,32,19,36,52,20,23,22,24,13,17,57,51,51,51,57,4
